Gene_Symbol,Chr,Start,End,Strand,GeneLength,MOGSP_2,MOGSP_3,MOG_3,MOG_4,MOG_5,Ly49N_1,Ly49P_1,Ly49N_2,Ly49P_2,Ly49N_3,Ly49P_3
Gm11879,chr4,22704057,22704758,+,701,0,0,0,0,0,0,0,1,0,0,0
Gm24078,chr4,22747131,22747233,+,102,0,0,0,0,0,7,0,0,0,2,0
1700025O08Rik,chr4,22928167,22938435,-,10268,0,0,0,0,0,0,0,0,0,1,3
Gm11884,chr4,23260784,23392503,+,131719,0,0,0,0,0,2,0,1,0,0,0
Gm11888,chr4,23484820,23486020,+,1200,0,0,0,0,0,0,0,4,0,0,0
Gm11889,chr4,23517362,23518440,-,1078,1,0,0,0,1,0,5,2,3,1,2
Gm25978,chr4,23626656,23626745,-,89,0,0,0,0,0,2,0,0,0,0,0
Gm11890,chr4,23659928,23660344,-,416,0,0,0,0,0,0,0,0,0,0,0
Gm28448,chr4,23933488,23933954,-,466,0,0,0,0,0,0,0,0,0,0,1
Gm11892,chr4,24238100,24239301,+,1201,0,0,0,0,0,0,2,0,0,0,0
Gm11891,chr4,24423477,24425192,+,1715,0,0,0,0,0,1,0,0,0,0,0
Gm27243,chr4,24430370,24430890,-,520,0,0,0,0,0,0,0,2,0,0,0
Mms22l,chr4,24496451,24602950,+,106499,587,391,217,623,289,207,594,192,589,198,811
Klhl32,chr4,24612554,24851124,-,238570,0,0,0,0,5,31,12,54,7,19,11
Gm11899,chr4,24792680,24800310,+,7630,0,0,0,0,0,2,0,6,0,9,0
Ndufaf4,chr4,24898083,24905001,+,6918,1391,1727,1698,1509,1774,430,1048,515,1062,593,1183
C230012O17Rik,chr4,24960790,24967449,-,6659,0,0,0,0,0,6,0,4,0,1,4
Gpr63,chr4,24966407,25009233,+,42826,0,0,0,0,0,2,3,4,0,1,2
Gm11906,chr4,24966517,25271099,+,304582,2,0,0,0,0,6,0,0,4,9,1
Fhl5,chr4,25199908,25242876,-,42968,0,0,0,0,0,0,0,4,0,0,0
Ufl1,chr4,25248600,25281821,-,33221,639,1271,468,1201,1058,449,1017,487,857,515,1223
Prdx6-ps2,chr4,25307830,25308523,+,693,0,0,0,0,0,1,0,4,0,0,0
Gm11897,chr4,25353702,25354529,-,827,0,0,0,0,0,2,0,2,1,6,3
Gm11894,chr4,25419349,25419676,+,327,0,0,0,0,0,0,0,3,0,0,0
Gm25975,chr4,25513451,25513575,-,124,0,0,0,0,0,0,0,0,0,0,0
Gm11896,chr4,25538850,25539669,+,819,0,0,0,0,0,3,0,3,0,1,1
Gm11893,chr4,25541791,25542281,-,490,0,1,0,0,0,2,8,0,6,1,0
Gm24977,chr4,25566660,25566822,-,162,0,0,0,0,0,0,0,0,0,0,0
Fut9,chr4,25609332,25800244,-,190912,0,0,0,0,0,6,0,6,0,3,3
Gm24042,chr4,25819671,25819773,-,102,0,0,0,0,0,0,0,0,0,0,0
Gm11898,chr4,25854515,25854899,-,384,0,0,0,0,0,1,1,1,0,0,1
Gm26067,chr4,25861239,25861348,-,109,0,0,0,0,0,0,0,0,0,0,0
Gm11895,chr4,25867989,25868455,-,466,0,0,1,0,1,1,0,0,5,2,2
Gm24965,chr4,25940365,25940470,+,105,0,0,0,0,0,0,0,0,0,0,0
Manea,chr4,26324506,26346891,-,22385,517,463,269,333,105,82,261,142,254,144,353
Bhmt-ps1,chr4,26368984,26370207,-,1223,0,0,0,0,0,0,0,0,0,5,0
Gm11903,chr4,26442461,26443187,+,726,0,0,0,0,0,3,0,6,0,2,1
Gng2-ps1,chr4,26501443,26501659,-,216,0,0,0,0,0,0,1,0,1,0,0
Gm11905,chr4,26593490,26594167,-,677,0,0,0,0,0,0,0,0,0,0,0
4930548K13Rik,chr4,26635820,26705449,-,69629,0,0,0,0,0,0,0,1,0,0,0
Gm11904,chr4,27126262,27126509,-,247,0,0,0,0,0,0,0,0,0,0,0
Gm11902,chr4,27222135,27222404,-,269,0,0,0,0,0,0,0,0,0,0,0
Gm11901,chr4,27543178,27543614,+,436,0,0,0,0,0,0,0,2,0,0,0
Gm25173,chr4,27700671,27700777,+,106,0,0,0,0,0,0,0,0,0,0,0
Gm11914,chr4,27867149,27867655,-,506,14,24,32,36,39,15,48,31,48,29,66
Tpm3-rs2,chr4,27996583,27996905,-,322,0,0,0,0,0,0,0,0,0,0,0
Gm11911,chr4,28067177,28068199,+,1022,0,0,0,0,0,3,0,7,1,3,0
Gm11907,chr4,28353783,28354789,+,1006,0,0,0,0,0,3,0,8,0,5,3
Gm25378,chr4,28365316,28365444,+,128,0,0,0,0,0,0,0,0,0,1,0
Gm11908,chr4,28486112,28486458,-,346,0,0,0,0,0,4,1,5,0,7,0
Gm11909,chr4,28559948,28560706,-,758,0,0,0,0,0,1,0,5,1,3,1
Gm11910,chr4,28591653,28592571,-,918,0,0,0,0,0,0,1,0,0,0,0
Gm11912,chr4,28592576,28592839,+,263,0,0,0,0,0,1,0,0,0,0,0
Gm11913,chr4,28612326,28612742,+,416,0,0,0,0,0,0,1,1,0,2,1
Epha7,chr4,28813131,28967499,+,154368,0,0,0,0,0,99,1,153,9,94,21
Gm11915,chr4,28814297,28815076,-,779,0,0,0,0,0,0,0,2,0,0,0
Gm11917,chr4,29068079,29088811,+,20732,0,0,0,0,0,0,0,0,0,0,0
Gm11916,chr4,29090605,29091662,+,1057,0,0,0,0,0,0,0,3,0,2,0
Gm11918,chr4,29125946,29126124,+,178,0,0,0,0,0,0,1,0,0,0,0
Gm11919,chr4,29195520,29196240,+,720,0,0,0,0,0,0,0,4,0,0,0
Gm11923,chr4,29490156,29490663,+,507,0,0,0,0,0,0,0,0,0,0,0
Gm11925,chr4,30193647,30194181,+,534,0,0,0,0,0,0,0,0,0,0,0
Gm11924,chr4,30432112,30523783,+,91671,0,0,0,0,0,4,0,2,0,5,0
4930556G01Rik,chr4,30664596,30796663,+,132067,0,0,0,0,0,1,0,2,0,0,1
Gm22831,chr4,30701949,30702057,-,108,0,0,0,0,0,0,0,0,0,0,0
Gm11920,chr4,30701973,30702535,-,562,0,0,0,0,0,0,0,0,0,0,0
Gm25705,chr4,31174909,31175012,-,103,0,0,0,0,0,0,0,0,0,1,0
Gm11922,chr4,31380472,31380946,+,474,0,0,0,0,0,0,0,0,0,0,0
Map3k7,chr4,31964097,32023467,+,59370,1803,1677,712,2249,1779,1368,3223,1496,2688,1423,3813
Gm11926,chr4,31990857,31991286,-,429,0,0,0,17,0,0,6,4,13,0,7
Gm26254,chr4,31998624,31998741,-,117,0,5,0,0,0,0,0,1,0,0,0
Gm11927,chr4,32051738,32052914,+,1176,0,0,0,0,0,2,1,4,5,6,2
Gm11928,chr4,32149786,32150222,+,436,0,0,0,19,0,1,1,1,1,0,1
Gm11929,chr4,32207148,32208092,+,944,1,0,0,0,0,0,0,1,0,0,0
Bach2,chr4,32238804,32586108,+,347304,541,559,671,1343,1317,1097,1681,1160,2001,897,1866
Bach2it1,chr4,32251761,32265835,+,14074,49,74,114,112,43,95,38,72,72,82,52
Gm24371,chr4,32514787,32515053,+,266,0,0,12,0,0,2,7,6,5,2,7
Bach2os,chr4,32559680,32571708,-,12028,0,14,42,73,46,5,6,10,16,6,14
Gja10,chr4,32596960,32602760,-,5800,0,0,0,0,0,3,4,11,3,11,0
Gm11933,chr4,32611351,32611725,+,374,0,0,0,0,0,1,0,0,0,0,0
Casp8ap2,chr4,32615451,32653265,+,37814,1392,1612,334,1817,1280,688,1834,824,1960,842,2580
Gm11936,chr4,32655929,32656088,-,159,0,0,0,0,0,2,0,1,0,2,0
Mdn1,chr4,32657119,32775217,+,118098,607,1087,1215,819,968,929,2721,1008,3243,839,3613
Lyrm2,chr4,32800253,32801559,+,1306,455,631,626,637,294,362,670,596,629,557,688
Ankrd6,chr4,32804035,32950841,-,146806,169,85,23,93,6,25,28,23,32,24,42
Gm11941,chr4,32892686,32893295,+,609,0,0,0,0,0,0,0,2,0,0,0
Gm11942,chr4,32964888,32965232,+,344,5,8,12,2,4,73,73,55,49,53,29
Rragd,chr4,32983037,33022180,+,39143,333,131,112,196,219,234,219,270,209,263,288
Gm11943,chr4,33001995,33002321,-,326,0,0,0,0,0,0,0,1,0,0,0
4933421O10Rik,chr4,33027142,33031323,-,4181,35,37,48,48,21,60,94,58,79,31,111
Ube2j1,chr4,33031416,33052363,+,20947,2507,4074,2613,3645,4877,2480,4699,2551,3488,2521,4569
Gm11931,chr4,33053838,33054284,-,446,0,0,0,0,0,1,0,2,0,0,0
Gabrr2,chr4,33062999,33095865,+,32866,267,389,328,768,502,273,408,392,532,366,588
Gabrr1,chr4,33132521,33163588,+,31067,0,0,0,0,0,0,0,0,1,4,2
Pm20d2,chr4,33174230,33189737,-,15507,0,23,12,13,0,6,77,22,121,4,143
Gm11930,chr4,33201764,33201953,+,189,0,0,0,0,0,3,1,0,1,0,4
Srsf12,chr4,33208991,33233340,+,24349,124,281,180,237,0,40,234,49,321,43,375
Pnrc1,chr4,33245423,33290163,-,44740,4254,5977,8193,10637,9369,6801,9416,7547,9886,7492,10003
Gm11934,chr4,33303569,33310137,-,6568,0,0,0,0,0,0,0,3,0,0,2
Rngtt,chr4,33310311,33502614,+,192303,2017,2224,953,3205,1844,1083,2251,1173,2121,1033,2596
Mir8118,chr4,33438081,33438209,+,128,0,0,0,0,0,0,1,2,0,0,0
Gm11935,chr4,33452491,33452889,-,398,0,0,0,0,0,0,1,2,2,1,1
Gm23304,chr4,33628841,33628961,-,120,0,0,0,0,0,0,0,5,0,2,0
Gm24341,chr4,33681367,33681491,-,124,0,0,0,0,0,0,0,0,0,1,0
Cnr1,chr4,33924593,33948831,+,24238,0,0,0,0,0,7,0,23,3,5,6
Gm22010,chr4,34006306,34006392,+,86,0,0,0,0,0,0,0,0,1,0,0
Spaca1,chr4,34024874,34050191,-,25317,70,129,75,42,101,80,75,91,31,76,37
Gm25623,chr4,34086126,34086233,+,107,0,0,0,0,0,0,0,0,0,0,0
Gm12753,chr4,34130854,34134800,+,3946,0,0,0,0,0,0,0,0,0,0,0
Gm12751,chr4,34354043,34354423,+,380,7,20,11,12,8,12,7,9,9,5,9
Gm12752,chr4,34380171,34380981,-,810,0,0,0,0,0,0,0,0,0,0,0
Gm12754,chr4,34389394,34389847,-,453,0,0,0,0,0,4,0,0,0,6,0
Gm23466,chr4,34434296,34434401,+,105,0,0,0,0,0,0,0,0,0,0,0
Gm12351,chr4,34457890,34458181,+,291,0,0,0,0,0,1,0,0,0,0,0
Gm12350,chr4,34485832,34486293,+,461,20,19,22,20,7,58,54,57,37,51,27
Akirin2,chr4,34550937,34566908,+,15971,1128,1316,1239,1406,1116,1002,1168,1018,1009,967,1141
Orc3,chr4,34570796,34614944,-,44148,2573,2732,1743,3029,4081,1724,3817,2108,3639,2263,4403
Rars2,chr4,34614957,34660167,+,45210,1335,1970,710,2000,1345,833,1830,1130,1690,925,2273
Slc35a1,chr4,34663257,34687438,-,24181,936,958,805,521,330,523,868,620,930,661,1161
Gm22849,chr4,34683879,34684185,+,306,0,0,0,0,0,0,0,0,1,0,0
Cfap206,chr4,34688559,34730206,-,41647,0,0,0,0,0,1,0,5,0,12,1
Gm136,chr4,34743784,34756263,-,12479,0,0,0,0,0,2,0,1,0,2,0
Smim8,chr4,34768664,34778423,-,9759,432,804,811,821,385,467,530,693,563,602,698
Zfp292,chr4,34803113,34882960,-,79847,1575,3489,887,2495,2567,1616,4095,1532,4410,1786,6140
Gm12363,chr4,34842985,34843652,+,667,27,0,1,0,0,5,0,0,0,6,3
Cga,chr4,34893779,34907370,+,13591,0,0,0,0,0,1,0,1,0,0,0
Platr9,chr4,34906124,34911481,-,5357,0,0,0,0,0,1,0,6,0,2,0
Gm12361,chr4,34919129,34920520,+,1391,0,0,0,0,0,2,0,7,0,3,0
Gm12362,chr4,34941008,34941349,-,341,1,1,1,0,0,0,0,0,2,0,0
Mob3b,chr4,34949074,35157484,-,208410,100,147,143,6,417,286,315,287,261,211,320
Gm12364,chr4,34962220,34966965,+,4745,0,0,0,0,0,3,0,14,0,7,3
Ifnk,chr4,35152056,35154005,+,1949,0,0,0,0,0,0,0,1,0,0,1
C9orf72,chr4,35191285,35226175,-,34890,174,227,155,827,163,173,209,297,212,177,308
Gm12366,chr4,35202103,35202975,-,872,3,20,21,9,19,29,32,29,34,21,32
Gm12367,chr4,35225897,35262222,+,36325,0,0,0,0,0,18,1,39,0,10,0
Gm12368,chr4,35401058,35401491,+,433,0,0,0,0,0,5,0,6,1,4,0
Gm12365,chr4,35436214,35436781,+,567,0,0,0,0,0,0,0,1,0,0,0
Lingo2,chr4,35706647,36951747,-,1245100,0,0,0,0,0,11,0,19,2,13,5
Gm12369,chr4,36003238,36004179,-,941,0,0,0,0,0,2,0,0,0,0,2
Gm12370,chr4,36444070,36444875,+,805,0,0,0,0,0,7,0,13,0,10,8
Mir876,chr4,36645373,36645453,-,80,0,0,0,0,0,0,0,1,0,0,0
Mir873a,chr4,36668510,36668586,-,76,0,0,0,0,0,0,0,0,0,0,0
Mir873b,chr4,36668510,36668586,+,76,0,0,0,0,0,0,0,0,0,0,0
Gm23314,chr4,36756048,36756154,+,106,0,0,0,0,0,0,0,0,0,0,0
Gm12371,chr4,36952966,36988032,+,35066,0,0,0,0,0,9,0,2,0,9,1
Taf9-ps,chr4,37139107,37139874,-,767,1,0,1,0,0,6,2,1,1,6,4
Rpl23a-ps6,chr4,37238708,37239175,-,467,0,0,0,0,0,0,0,2,0,0,0
Gm12374,chr4,37249403,37332515,+,83112,0,0,0,0,0,11,0,9,1,9,4
Gm22732,chr4,37297905,37298025,+,120,0,0,0,0,0,2,0,1,0,0,0
Gm12375,chr4,37880081,37889918,-,9837,0,0,0,0,0,1,0,3,0,0,0
Gm12378,chr4,37970874,37972334,+,1460,0,0,0,0,0,6,0,7,4,4,0
Gm12379,chr4,38028845,38029273,+,428,0,0,0,0,0,3,0,0,0,2,0
Gm12380,chr4,38263918,38264461,+,543,0,0,0,1,0,0,1,0,0,1,0
Gm12381,chr4,38571667,38855483,-,283816,0,0,0,0,0,10,2,2,2,1,1
Gm12382,chr4,38663809,38664730,+,921,0,0,0,0,0,0,0,6,0,0,0
Gm25581,chr4,39259631,39259794,-,163,0,0,0,0,0,0,0,0,0,0,0
Gm12383,chr4,39263544,39264303,+,759,0,0,0,0,0,0,0,1,0,1,0
Gm23607,chr4,39295463,39295588,+,125,0,0,0,0,0,1,0,3,1,1,0
Gm17094,chr4,39398045,39450249,-,52204,0,0,0,0,0,2,0,6,0,4,0
1700009N14Rik,chr4,39450295,39451776,+,1481,0,0,0,0,0,0,0,2,0,0,0
Gm12385,chr4,39767618,39768412,+,794,0,0,0,0,0,3,0,10,2,11,2
Gm12384,chr4,39823430,39824348,+,918,0,0,0,0,0,1,0,2,0,1,0
Gm12386,chr4,39844187,39844874,-,687,0,0,0,0,0,2,0,0,0,2,0
Gm22850,chr4,39865687,39865768,+,81,0,0,0,0,0,0,0,0,0,0,0
Gm12387,chr4,39895208,39896162,-,954,0,0,0,0,0,1,0,0,1,1,0
Gm26087,chr4,39981497,39981558,-,61,0,0,0,0,0,0,0,0,0,0,0
Gm12388,chr4,40069101,40070987,+,1886,0,0,0,0,0,1,0,5,0,6,1
Gm12389,chr4,40116816,40117233,-,417,0,0,0,0,0,1,2,2,2,0,1
Aco1,chr4,40143081,40198338,+,55257,605,914,708,793,1215,1705,2382,1916,1588,1497,1914
Ddx58,chr4,40203773,40239828,-,36055,2333,4685,2489,4133,3612,2836,5677,2777,5625,2590,6512
Topors,chr4,40259601,40269850,-,10249,1384,1924,785,2476,1486,1138,3040,1400,2745,1302,3571
Smim27,chr4,40269579,40270940,+,1361,56,136,201,195,147,197,216,241,259,201,183
Ndufb6,chr4,40270591,40279421,-,8830,642,884,1119,882,811,1368,1452,1481,1041,1316,1251
4930509K18Rik,chr4,40313232,40317719,+,4487,0,0,0,0,0,3,0,0,0,0,2
Gm23338,chr4,40458939,40459033,-,94,0,0,0,0,0,0,0,0,0,0,0
Tmem215,chr4,40472180,40477168,+,4988,0,0,0,0,0,2,8,7,1,3,6
4933428C19Rik,chr4,40482840,40525548,-,42708,0,0,0,0,0,0,0,1,1,3,3
Gm12391,chr4,40678332,40678778,+,446,0,0,0,0,0,2,5,9,2,1,0
Aptx,chr4,40682382,40703194,-,20812,522,540,408,832,390,592,1012,654,890,729,1033
Gm12390,chr4,40716595,40716991,-,396,0,0,0,0,0,0,4,0,1,0,0
Dnaja1,chr4,40722150,40737149,+,14999,9049,9929,5920,8610,9298,5763,8526,6558,7137,7704,9503
Mir207,chr4,40722917,40722995,+,78,0,1,1,0,1,0,1,0,3,0,0
Smu1,chr4,40736542,40757923,-,21381,4933,5775,3775,7735,5286,7877,11160,10480,8668,9723,10394
Psenen-ps,chr4,40775259,40775564,-,305,28,37,78,44,45,57,53,83,37,70,54
B4galt1,chr4,40804602,40854005,-,49403,1585,2872,2719,2578,3255,3047,4656,2965,3946,2830,4669
Mir5123,chr4,40850056,40850138,-,82,0,1,0,0,0,1,5,1,8,0,12
Gm24112,chr4,40850144,40850226,-,82,0,0,0,0,0,2,3,2,7,0,4
Gm25931,chr4,40850320,40850402,-,82,0,1,0,0,19,0,6,1,14,1,8
Gm12397,chr4,40912741,40913355,-,614,0,0,0,0,0,5,6,0,0,1,7
Spink4,chr4,40920052,40931395,+,11343,0,0,0,0,0,0,0,0,0,2,0
Bag1,chr4,40936398,40948294,-,11896,3981,5211,4199,5895,4824,5141,7940,5573,6274,5197,7451
Chmp5,chr4,40948407,40965303,+,16896,1287,2151,2132,2289,3090,1400,2542,1741,2256,1806,2606
Nfx1,chr4,40970906,41025993,+,55087,3571,4175,2974,4395,3150,4077,7483,4553,7022,4041,8176
Mir3094,chr4,40993695,40993758,+,63,0,0,0,0,0,1,0,0,0,0,0
Aqp7,chr4,41033074,41048139,-,15065,0,0,0,0,0,3,2,16,7,6,12
Gm25637,chr4,41050220,41050326,+,106,0,0,0,0,0,0,0,0,0,0,0
Aqp3,chr4,41092722,41098183,-,5461,1391,1172,1187,1435,1427,1177,1731,1054,1145,951,1336
Nol6,chr4,41114427,41124455,-,10028,1626,3000,1828,2225,1709,7204,8608,7108,5755,5913,6539
Gm12402,chr4,41132511,41132844,-,333,0,0,0,0,0,0,0,1,0,0,0
Ube2r2,chr4,41135743,41193380,+,57637,2317,2420,2746,2837,3253,2663,3889,3191,3020,2723,3648
Gm12403,chr4,41168646,41169604,+,958,1,1,0,23,0,15,12,6,32,13,47
Gm24650,chr4,41172742,41172844,-,102,0,0,0,0,0,1,0,0,1,0,2
Ubap2,chr4,41194313,41275144,-,80831,2010,2314,1250,2247,1143,2252,4704,2092,3341,1861,3927
Gm22888,chr4,41203057,41203133,-,76,0,3,0,0,13,3,3,0,11,2,11
Gm24837,chr4,41211502,41211582,-,80,1,0,0,0,0,0,0,0,0,1,1
Gm23090,chr4,41213776,41213853,-,77,0,0,0,0,0,0,0,0,0,0,0
Gm12401,chr4,41252617,41252844,+,227,0,0,0,0,0,0,0,2,0,0,0
Dcaf12,chr4,41291300,41314889,-,23589,1526,2560,2641,2559,2690,2904,5124,3098,4070,2700,4909
n-R5s183,chr4,41303158,41303272,+,114,1,4,4,0,0,0,1,3,1,0,3
Gm26049,chr4,41312091,41312198,-,107,4,2,3,18,4,7,44,18,62,20,95
Gm26084,chr4,41345848,41345951,-,103,0,0,0,0,0,0,0,0,0,0,0
Ubap1,chr4,41348996,41390525,+,41529,1653,2043,1267,3456,1840,2510,3814,2819,3141,2390,3921
Kif24,chr4,41390745,41464887,-,74142,115,36,36,23,0,39,89,55,130,43,107
Nudt2,chr4,41465151,41480926,+,15775,122,152,136,226,51,156,314,185,245,170,284
Myorg,chr4,41495604,41503076,-,7472,0,0,0,0,0,0,0,9,1,4,6
1110017D15Rik,chr4,41505009,41517333,-,12324,0,0,0,0,0,1,0,1,1,1,4
Fam219aos,chr4,41517437,41518929,+,1492,0,0,0,0,0,1,0,0,0,0,0
Fam219a,chr4,41517691,41569538,-,51847,27,127,127,90,0,147,145,137,125,123,173
Gm12404,chr4,41520694,41525823,+,5129,0,0,0,0,0,2,2,7,5,3,4
Dnaic1,chr4,41569775,41638158,+,68383,0,0,0,0,0,9,1,11,1,4,7
Enho,chr4,41638144,41640324,-,2180,0,0,0,0,0,3,2,0,2,16,4
Gm12406,chr4,41639378,41641416,+,2038,0,0,0,0,0,5,0,5,0,4,1
Gm12405,chr4,41642185,41643077,+,892,0,0,0,0,0,0,0,0,0,1,3
Cntfr,chr4,41657498,41697089,-,39591,0,0,1,0,0,3,0,5,1,4,0
Il11ra1,chr4,41699989,41769474,+,69485,11,142,84,45,138,77,124,50,160,93,117
Rpp25l,chr4,41712033,41713534,-,1501,694,844,1090,667,431,1464,1154,1399,810,1216,831
Dctn3,chr4,41714798,41723170,-,8372,1862,3008,3934,2770,2511,4982,5295,5331,3859,4906,4439
Arid3c,chr4,41723836,41731142,-,7306,37,7,0,0,0,1,8,12,4,1,4
Sigmar1,chr4,41738493,41756157,-,17664,893,1564,959,1449,925,2975,3230,3382,2488,3108,2994
Galt,chr4,41755228,41758695,+,3467,487,739,999,1068,1013,1147,1098,889,999,863,1112
Ccl27a,chr4,41769467,41774247,-,4780,66,31,37,22,10,61,38,49,40,35,35
Gm12407,chr4,41791989,41793601,-,1612,0,0,0,0,0,0,0,2,0,0,0
Gm10601,chr4,41809083,41810504,+,1421,0,0,0,0,0,0,0,2,0,0,0
Gm13307,chr4,41893278,41942092,-,48814,0,0,0,0,0,0,0,0,0,0,0
Gm13302,chr4,41893388,41895236,+,1848,0,0,0,0,0,0,0,0,0,0,0
Ccl21d,chr4,41903610,41904743,+,1133,0,0,0,0,0,0,0,0,0,0,0
Ccl19-ps1,chr4,41921405,41923020,+,1615,0,0,0,0,0,0,0,0,0,0,0
Gm20878,chr4,41941572,41943124,+,1552,0,0,0,0,0,0,0,0,0,0,0
Fam205a4,chr4,41966058,41971856,+,5798,0,0,0,0,0,0,0,0,0,0,0
Gm13303,chr4,42025429,42026902,-,1473,0,0,0,0,0,0,0,0,0,0,0
Gm21093,chr4,42027873,42035425,-,7552,0,0,0,0,0,0,0,0,0,0,0
Gm37530,chr4,42034581,42039512,+,4931,0,0,0,0,0,0,0,0,0,0,0
Gm3892,chr4,42055152,42089708,+,34556,0,0,0,0,0,0,0,0,0,0,0
CT868690.1,chr4,42070757,42072779,-,2022,0,0,0,0,0,0,0,0,0,0,0
Gm3893,chr4,42091207,42092287,+,1080,0,0,0,0,0,0,0,0,0,0,0
Gm13304,chr4,42114817,42115917,+,1100,0,0,0,0,0,0,0,0,0,0,0
Gm13299,chr4,42121613,42153435,-,31822,0,0,0,0,0,0,0,0,0,0,0
Ccl19-ps3,chr4,42132559,42134171,+,1612,0,0,0,0,0,0,0,0,0,0,0
Gm13306,chr4,42153436,42158839,+,5403,0,0,0,0,0,0,0,1,0,0,0
Gm13305,chr4,42158842,42168603,-,9761,0,0,0,0,0,0,0,0,0,1,0
1700045I11Rik,chr4,42170845,42171337,+,492,0,0,0,0,0,0,0,0,0,0,0
Gm17167,chr4,42206998,42235313,+,28315,0,0,0,0,0,0,0,0,0,0,0
Gm13301,chr4,42216908,42220148,+,3240,0,0,0,0,0,0,0,0,0,0,0
Gm10600,chr4,42232136,42233438,+,1302,0,0,0,0,0,0,0,0,0,0,0
Gm13301,chr4,42234014,42236330,+,2316,0,0,0,0,0,0,0,0,0,0,0
Gm5859,chr4,42236859,42239182,+,2323,0,0,0,0,0,0,0,0,0,0,0
Gm17081,chr4,42239725,42242073,+,2348,0,0,0,0,0,0,0,0,0,0,0
Gm10599,chr4,42242630,42244913,+,2283,0,0,0,0,0,0,0,0,0,0,0
Gm50470,chr4,42245504,42247349,+,1845,0,0,0,0,0,0,0,0,0,0,0
Ccl21b,chr4,42255693,42256825,+,1132,0,0,0,0,0,0,0,0,0,0,0
Gm50471,chr4,42273497,42275109,+,1612,0,0,0,0,0,0,0,0,0,0,0
Gm21980,chr4,42293436,42293841,-,405,0,0,0,0,0,0,0,0,0,0,0
Gm21953,chr4,42293921,42294859,+,938,0,0,0,0,0,0,0,0,0,0,0
Fam205a3,chr4,42318272,42324068,+,5796,0,0,0,0,0,0,0,0,0,0,0
Gm21586,chr4,42438970,42439970,+,1000,0,0,0,0,0,0,0,0,0,0,0
Gm3883,chr4,42456965,42461867,+,4902,0,0,0,0,0,0,0,0,0,0,0
Gm2163,chr4,42466972,42468868,+,1896,0,0,0,0,0,0,0,0,0,0,0
Fam205a2,chr4,42522580,42528175,-,5595,0,0,0,0,0,0,0,0,0,0,0
Gm10593,chr4,42552478,42587038,+,34560,0,0,0,0,0,0,0,0,0,0,0
BX666061.1,chr4,42587458,42589768,+,2310,0,0,0,0,0,0,0,0,0,0,0
Gm10591,chr4,42612121,42613253,+,1132,0,0,0,0,0,0,0,0,0,0,0
Gm2564,chr4,42629897,42631507,+,1610,0,0,0,0,0,0,0,0,0,0,0
Ccl27b,chr4,42655251,42655998,+,747,0,0,0,0,0,0,0,0,0,0,0
Il11ra2,chr4,42656001,42665763,-,9762,0,0,0,0,0,0,0,0,0,0,0
Gm21955,chr4,42714926,42719893,+,4967,0,0,0,0,0,0,0,0,0,0,0
4930578G10Rik,chr4,42735545,42846248,+,110703,0,0,0,0,0,4,0,1,0,0,0
Gm12395,chr4,42736593,42738094,+,1501,0,0,0,0,0,0,0,0,0,0,0
Ccl19,chr4,42754525,42756577,-,2052,0,0,0,0,0,0,0,0,0,0,0
Ccl21a,chr4,42772860,42773993,-,1133,0,0,0,0,0,0,0,0,0,0,0
Gm12394,chr4,42781928,42856771,-,74843,0,0,0,0,0,4,0,8,0,7,1
Fam205a1,chr4,42848071,42853888,-,5817,0,0,0,0,0,4,0,4,0,1,0
Fam205c,chr4,42868004,42874234,-,6230,0,0,0,0,0,0,0,5,1,5,0
Phf24,chr4,42916660,42944752,+,28092,0,0,0,0,0,7,1,15,2,6,2
Dnajb5,chr4,42949814,42959425,+,9611,72,159,331,199,176,631,711,550,626,526,618
1700022I11Rik,chr4,42969604,42983640,+,14036,0,0,0,0,0,1,1,6,9,1,9
Vcp,chr4,42979963,43000507,-,20544,3533,5689,3632,5669,4544,5987,10857,6456,7632,5956,9830
Fancg,chr4,43002343,43010506,-,8163,1096,1072,1056,735,1236,997,1572,987,1293,855,1467
Pigo,chr4,43017635,43025819,-,8184,1456,1781,1723,1920,1910,2393,3323,2169,3219,1727,3371
Stoml2,chr4,43027690,43031710,-,4020,2537,3371,2778,2801,2607,4702,5670,5241,4307,4314,5416
Fam214b,chr4,43032414,43046220,-,13806,109,209,416,139,371,305,771,273,515,301,692
Gm26881,chr4,43045966,43053254,+,7288,1,4,5,0,0,7,2,6,2,3,2
Unc13b,chr4,43058953,43264871,+,205918,0,0,0,0,0,31,10,52,28,20,39
Gm23709,chr4,43136499,43136628,-,129,0,0,0,0,0,0,0,0,0,0,0
Gm25010,chr4,43201149,43201213,-,64,0,0,0,0,0,1,0,2,1,0,1
Atp8b5,chr4,43267159,43373833,+,106674,0,0,0,0,0,19,1,16,4,7,1
Rusc2,chr4,43381979,43427088,+,45109,0,0,0,0,0,4,0,4,4,16,10
Fam166b,chr4,43427019,43429134,-,2115,0,0,0,0,0,4,0,2,0,2,1
Tesk1,chr4,43441939,43448064,+,6125,364,261,573,88,493,1389,1696,1444,1270,994,1068
Cd72,chr4,43446462,43454628,-,8166,2474,3269,3289,3049,3388,2733,5336,3696,4517,3247,5521
Sit1,chr4,43482081,43483734,-,1653,2856,3441,4226,4186,3942,11806,5977,14409,5158,11178,5366
Rmrp,chr4,43492783,43493063,-,280,0,0,0,0,0,0,0,0,0,0,0
